text,keyword,target
we saw typhoons and storms proving out the technology and capabilities of our tech including this incredible image of typhoon hagibisps our full and unfiltered archive of gems data is available on request for research , Typhoon,1
 the list to access how many producefarming facilities that caught firehad some bizzare accident is very easy to find with a quick search we have never seen this many facilities collapse before, Fire accident,1
 a lot of jews feel exactly this way no way we can support a governmentcountry that honors collaboratorsnzs and that trashes methodically the millions of soldiers and civilians that have died because of these evil people and no im not a communist who is nostalgic of the ussr, Typhoon,1
man convicted of vandalism amp causing a forest fire was sentenced in yolo to attend a mental health diversion court and a residential program instead of a jail sentence but the program did not have any available beds he was ordered to jail instead, Forest fire,1
road accident in banda unclenephew killed on the spot one injured in headon collision between bolero andbike , Road accident,1
haha forest starting with fire, Forest fire,1
update  the richmond county coroner has identified the victim in this mornings traffic accident on deans bridge road , Road accident,1
 i watched it for the first time at  years old in my kitchen during a snowstorm which knocked our power out for  days we hung blankets in the doorways to keep the heat from our gas stove in the room and  people huddled together to watch it on my dads brick laptop , Snowstorm,1
accident left lane blocked in albany on i eb between corporate woods boulevardexit a and usexit  stop and go traffic back to everett roadexit  reported by dot traffic , Road accident,1
accident cleared in dallas on  sb at royal ln reported by dallas fire rescue dfwtraffic , Fire accident,1
ih east eastbound at lockwood dr  hazmat spill heavy truck vehicle fire accident  status cleared at  pm, Fire accident,1
perhaps you should read it again  as i said that a horrible accident is what involuntary manslaughter is  he is responsibleguns dont fire themselves  he pulled the trigger maybe you feel that manslaughter better charge  remember its what they can prove  not what  , Fire accident,1
where theres smoke theres usually fire who thinks people are missing the trees for the forest in the conversation surrounding whether harbaugh lied to the ncaa when michigans cooffensive coordinator is being investigated for computer access crimes, Forest fire,1
    trish williamson replaced wincey willis as weather presenter  in  trish joined itns national weather service as one of the launch presenters amp later seen presenting the weather on tsw trisha moved to norfolk to work for the bbc but sadly died in a road accident  , Road accident,1
accident  damage only  raleigh police department   lead mine rd,Mine accident,1
 dispatch accident injury bls  fire only  lowes  a st ne auburnresponding dept valley regional faunits l avalleyfire valleyregional auburn pacific, Fire accident,1
    electoral college landslidebasically destroyed the badly failed and disgraced criminal expresidentbut spin it as you wish, Landslide,1
all southbound lanes of the sawgrass expressway at sample road are shut down due to a vehicle accident  and  is on the scene , Road accident,1
accident  injuries  cary fire department  tryon rd  se cary pkwy, Fire accident,1
accident  injuries  raleigh fire department  atlantic ave  new hope church rd, Fire accident,1
west virginia is one of just  states in the us to have zero commercial poultry test positive for high path avian influenza hpai today the wvda staff remains vigilant by taking refresher courses on biosecurity farm safety and incident command systems ,Avian influenza,1
have just watched film lancaster skies amp speech unclearending cut off so still dont know if plane made it back downif hero pilot saw waaf love interest againwhat happened to alf at start how millers kid brother died  review says road accident says killed in action , Road accident,1
travelalert diversions are in place on the  because a road is blocked due to an accident at the end of derby rd the bluestar  will be diverting via chestnut ave in both directions apologies for any inconvenience rw, Road accident,1
and ive been a forest fire i am a forest fire, Forest fire,1
